PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,GoalX,GoalY,GoalZ
0,0,0,0,0,0,0,-0.1,3
-1.490116E-08,0.04691109,-2.793968E-08,-3.415093E-06,6.513773E-12,1.941255E-19,2.726854E-06,-0.09971143,2.999995
-1.490116E-08,2.536164,-2.793961E-08,-3.415093E-06,6.513773E-12,1.941255E-19,3.088731E-06,-0.09974234,3.000002
-1.490116E-08,5.073174,-2.793954E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,5.445954,-2.793953E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,6.227269,-2.793951E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,6.635565,-2.79395E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,7.055464,-2.793949E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,7.929607,-2.793946E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,8.383623,-2.793945E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,9.324978,-2.793942E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,9.812098,-2.793941E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,10.81867,-2.793938E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,11.33791,-2.793936E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,11.86764,-2.793935E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,12.95817,-2.793932E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,13.51875,-2.79393E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,14.67006,-2.793927E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,15.26059,-2.793925E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,15.86089,-2.793923E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,17.09045,-2.79392E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,17.71952,-2.793918E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,19.00573,-2.793914E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,19.6627,-2.793912E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,20.32878,-2.793911E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,21.68793,-2.793907E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,22.38082,-2.793905E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,23.79278,-2.7939E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,24.51167,-2.793898E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,25.23907,-2.793896E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,26.719,-2.793892E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,27.47137,-2.79389E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
-1.490116E-08,29.00053,-2.793885E-08,-3.415093E-06,6.513773E-12,1.941255E-19,4.753936E-06,-0.09974273,3.000002
