Time,Lat,Lon,Roll,Pitch,Yaw,Hight,PWM1,PWM2,PWM3,PWM4
0,18.807802,0,0.575561,-0.735622,4.795785,50.000000,51.000000,51.000000,50.000000
0,20.875578,0,0.604505,-0.399556,8.156112,50.000000,51.000000,51.000000,50.000000
0,22.122063,0,0.693412,0.321705,10.210733,50.000000,51.000000,51.000000,50.000000
0,22.867756,0,-0.098582,0.830192,11.500654,50.000000,50.000000,50.000000,50.000000
0,23.712063,0,-0.811778,0.930733,12.136478,50.000000,50.000000,50.000000,50.000000
0,24.210630,0,-2.081500,0.765043,12.935810,50.000000,50.000000,50.000000,50.000000
0,24.501808,0,-3.659645,0.649542,13.629226,50.000000,50.000000,50.000000,50.000000
0,24.662090,0,-5.428378,0.439521,14.104188,50.000000,50.000000,50.000000,50.000000
0,24.754166,0,-6.882577,0.468086,14.635571,50.000000,50.000000,50.000000,50.000000
0,24.806894,0,-7.828125,-0.203756,15.151972,50.000000,50.000000,50.000000,50.000000
0,24.829453,0,-8.852337,-1.299877,15.747044,50.000000,50.000000,50.000000,50.000000
0,24.842192,0,-9.035445,-2.646012,16.216208,50.000000,50.000000,50.000000,50.000000
0,24.436033,0,-9.916727,-4.000763,16.672283,50.000000,50.000000,50.000000,50.000000
0,24.188110,0,-10.542178,-4.918548,17.087103,50.000000,50.000000,50.000000,50.000000
0,24.057362,0,-11.049118,-5.614353,17.633862,50.000000,50.000000,50.000000,50.000000
0,23.984766,0,-10.598027,-6.810139,18.158443,50.000000,50.000000,50.000000,50.000000
0,23.951704,0,-9.561012,-8.013206,18.583578,50.000000,50.000000,50.000000,50.000000
0,23.945372,0,-8.552374,-8.744686,18.975819,50.000000,50.000000,50.000000,50.000000
0,23.541710,0,-7.475382,-9.634829,19.686342,50.000000,51.000000,50.000000,50.000000
0,23.300142,0,-5.896256,-10.513193,20.210381,50.000000,51.000000,50.000000,50.000000
0,23.151386,0,-5.071936,-10.969328,20.583616,50.000000,51.000000,50.000000,50.000000
0,23.066170,0,-3.831891,-10.903082,20.966715,50.000000,51.000000,50.000000,50.000000
0,23.008957,0,-2.626559,-10.893976,21.399796,50.000000,51.000000,50.000000,50.000000
0,22.960548,0,-1.773278,-10.789507,21.640228,50.000000,51.000000,50.000000,50.000000
0,22.942444,0,-0.647027,-9.946791,22.022636,50.000000,51.000000,50.000000,50.000000
0,22.923487,0,0.646689,-9.561722,22.625883,50.000000,51.000000,50.000000,50.000000
0,22.927105,0,1.887754,-8.317832,22.990490,50.000000,51.000000,50.000000,50.000000
0,22.937994,0,3.086535,-6.949016,23.584221,50.000000,51.000000,50.000000,50.000000
0,22.552803,0,4.507082,-5.291541,24.151817,50.000000,51.000000,50.000000,50.000000
0,22.324089,0,5.036191,-3.409251,24.463764,50.000000,50.000000,50.000000,50.000000
0,22.183418,0,4.968526,-1.568546,24.734953,50.000000,50.000000,50.000000,50.000000
0,22.105738,0,5.753046,0.218955,25.014095,50.000000,50.000000,50.000000,50.000000
0,22.051105,0,5.560435,1.489637,25.252537,50.000000,50.000000,50.000000,50.000000
0,22.023897,0,5.405046,2.670138,25.424932,50.000000,50.000000,50.000000,50.000000
0,22.397650,0,4.779139,3.746749,25.710583,50.000000,50.000000,50.000000,50.000000
0,22.613958,0,3.650691,4.734279,25.950748,50.000000,50.000000,50.000000,50.000000
0,22.732872,0,2.097308,5.377761,26.360180,50.000000,50.000000,50.000000,50.000000
0,23.183674,0,0.352027,5.478724,26.654579,50.000000,50.000000,50.000000,50.000000
0,23.434301,0,-1.602784,5.539187,26.931429,50.000000,50.000000,50.000000,50.000000
0,23.584118,0,-3.603946,5.560605,27.421906,50.000000,50.000000,50.000000,50.000000
0,24.043140,0,-5.397086,5.078763,27.784142,50.000000,50.000000,50.000000,50.000000
0,24.326139,0,-7.068823,4.671349,28.278032,50.000000,50.000000,50.000000,50.000000
0,24.466301,0,-8.509432,3.942828,28.632599,50.000000,50.000000,50.000000,50.000000
0,24.543467,0,-10.149390,3.328160,29.137835,50.000000,50.000000,50.000000,50.000000
0,24.162752,0,-11.298603,2.585545,29.466269,50.000000,50.000000,50.000000,50.000000
0,23.968628,0,-12.199734,1.667436,29.659479,50.000000,50.000000,50.000000,50.000000
0,23.832832,0,-12.751057,0.498069,29.963444,50.000000,50.000000,50.000000,50.000000
0,23.754078,0,-12.818550,-0.093832,30.048075,50.000000,50.000000,50.000000,50.000000
0,23.696533,0,-13.661002,-1.001705,30.136345,50.000000,50.000000,50.000000,50.000000
0,23.646069,0,-14.047691,-1.375002,30.297958,50.000000,50.000000,50.000000,50.000000
0,23.231777,0,-13.860526,-1.223594,30.276255,50.000000,50.000000,50.000000,50.000000
0,22.955694,0,-13.589466,-0.913042,30.302105,50.000000,50.000000,50.000000,50.000000
0,22.765261,0,-13.498553,-0.098747,30.337404,50.000000,50.000000,50.000000,50.000000
0,22.689581,0,-12.872018,0.088090,30.329626,50.000000,50.000000,50.000000,50.000000
0,22.676048,0,-11.828619,-0.016648,30.359158,50.000000,50.000000,50.000000,50.000000
0,22.695915,0,-10.440759,-0.064254,30.433212,50.000000,50.000000,50.000000,50.000000
0,22.298935,0,-9.283289,0.808404,30.563971,50.000000,50.000000,50.000000,50.000000
0,22.034632,0,-8.639929,1.996433,30.830200,50.000000,50.000000,50.000000,50.000000
0,21.878723,0,-7.924921,2.904028,31.044647,50.000000,50.000000,50.000000,50.000000
0,21.784775,0,-7.525149,3.638355,31.282274,50.000000,50.000000,50.000000,50.000000
