Time,Lat,Lon,Roll,Pitch,Yaw,Hight,PWM1,PWM2,PWM3,PWM4
0,0,0,-1.080033,-0.022738,0.541059
0,0,0,-2.129861,0.154178,1.107847
0,0,0,-2.589659,0.567997,2.114366
0,0,0,-2.482095,1.124063,3.145470
0,0,0,-1.601690,0.971967,3.918982
0,0,0,-1.309990,0.373320,4.882485
0,0,0,-0.838420,-0.258943,5.751602
0,0,0,-0.629772,-1.090459,6.561952
0,0,0,-0.698702,-2.106523,7.176865
0,0,0,-0.777944,-2.876666,8.066803
0,0,0,-1.334725,-3.298409,8.989576
0,0,0,-2.216902,-3.255887,9.750823
0,0,0,-2.210185,-2.844019,10.876416
0,0,0,-2.870617,-2.884538,11.833639
0,0,0,-3.002729,-2.211637,12.806824
0,0,0,-3.210487,-2.112397,13.947797
0,0,0,-3.448637,-1.513312,14.921901
0,0,0,-3.294857,-1.267533,16.042749
0,0,0,-3.130529,-0.776624,17.060995
0,0,0,-2.673198,-0.949455,18.083033
0,0,0,-2.413850,-0.697733,19.125954
0,0,0,-2.480945,-0.899330,20.198553
0,0,0,-2.203853,-0.754523,21.233917
0,0,0,-2.355668,-0.705746,22.245821
0,0,0,-1.526300,-0.598560,22.955246
0,0,0,-1.647137,-0.515603,23.949329
0,0,0,-1.616463,-0.613770,24.910873
0,0,0,-0.952906,-0.171436,25.576082
0,0,0,-1.061667,0.114360,26.146523
0,0,0,-0.590901,0.067292,26.861744
0,0,0,-0.736784,0.015023,27.547916
0,0,0,-0.941685,-0.266078,28.331158
0,0,0,-0.087108,0.146698,28.349567
0,0,0,-0.384875,0.275112,28.932436
0,0,0,0.172933,0.307199,29.391304
0,0,0,-0.382281,0.380676,29.819424
0,0,0,0.258517,0.326750,29.815332
0,0,0,-0.287037,0.240483,30.275417
0,0,0,0.388387,0.316282,30.458982
0,0,0,-0.210153,-0.019396,31.079412
0,0,0,0.425797,0.435865,30.792002
0,0,0,-0.111072,0.548443,31.050848
0,0,0,0.080051,0.476355,31.059258
