PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,GoalX,GoalY,GoalZ
1.029826,19.5722,-1.090644,-2.255851,351.2091,0.3744354,4.753936E-06,-0.09974273,3.000002
1.03177,19.82413,-1.09661,-2.343951,353.1006,0.4092427,4.753936E-06,-0.09974273,3.000002
1.035341,20.36238,-1.110818,-2.422094,358.0784,0.4127382,4.753936E-06,-0.09974273,3.000002
1.036865,20.68557,-1.118597,-2.298606,0.8162551,0.2209186,4.753936E-06,-0.09974273,3.000002
1.038367,21.0325,-1.126224,-2.167091,3.526273,0.02485498,4.753936E-06,-0.09974273,3.000002
1.041463,21.75489,-1.140163,-1.521807,7.921705,359.6605,4.753936E-06,-0.09974273,3.000002
1.04304,22.12623,-1.14576,-1.149224,9.368369,359.4183,4.753936E-06,-0.09974273,3.000002
1.044672,22.49376,-1.150276,-0.7637895,10.29357,359.1682,4.753936E-06,-0.09974273,3.000002
1.046429,22.83739,-1.153711,-0.3208941,10.61509,358.9851,4.753936E-06,-0.09974273,3.000002
1.050254,23.46514,-1.157302,-359.3327,9.559567,358.7662,4.753936E-06,-0.09974273,3.000002
1.05225,23.76797,-1.157503,-358.8432,8.281436,358.6688,4.753936E-06,-0.09974273,3.000002
1.054296,24.06727,-1.156759,-358.3593,6.509841,358.5852,4.753936E-06,-0.09974273,3.000002
1.05645,24.34985,-1.155195,-357.9289,4.338155,358.6032,4.753936E-06,-0.09974273,3.000002
1.06107,24.9007,-1.150454,-357.2085,359.1501,358.9341,4.753936E-06,-0.09974273,3.000002
1.063602,25.16537,-1.147971,-356.9583,356.7321,359.3166,4.753936E-06,-0.09974273,3.000002
1.066226,25.43171,-1.145659,-356.8423,354.6015,359.7749,4.753936E-06,-0.09974273,3.000002
1.068925,25.69843,-1.14366,-356.8613,352.7535,0.2975581,4.753936E-06,-0.09974273,3.000002
1.074176,26.2556,-1.142138,-357.0112,350.4588,1.150308,4.753936E-06,-0.09974273,3.000002
1.076679,26.54496,-1.142908,-357.1664,350.1695,1.475443,4.753936E-06,-0.09974273,3.000002
1.079044,26.84459,-1.14474,-357.4018,350.4723,1.70385,4.753936E-06,-0.09974273,3.000002
1.081248,27.1548,-1.147605,-357.7205,351.3611,1.839124,4.753936E-06,-0.09974273,3.000002
1.084961,27.83144,-1.155728,-358.674,354.5416,1.689845,4.753936E-06,-0.09974273,3.000002
1.086529,28.18668,-1.160723,-359.2452,356.7411,1.511497,4.753936E-06,-0.09974273,3.000002
1.087774,28.59156,-1.166171,-359.764,359.1722,1.120166,4.753936E-06,-0.09974273,3.000002
1.088921,29.01309,-1.171595,-0.2613138,1.582464,0.7543418,4.753936E-06,-0.09974273,3.000002
1.090977,29.90282,-1.181453,-1.136182,5.916475,0.004817382,4.753936E-06,-0.09974273,3.000002
1.091962,30.35464,-1.185228,-1.502947,7.339292,359.6101,4.753936E-06,-0.09974273,3.000002
1.092991,30.80281,-1.18807,-1.84715,8.244906,359.2241,4.753936E-06,-0.09974273,3.000002
1.0941,31.24525,-1.189934,-2.17566,8.638247,358.844,4.753936E-06,-0.09974273,3.000002
1.09685,32.06225,-1.190867,-2.66421,7.64384,358.3092,4.753936E-06,-0.09974273,3.000002
1.098631,32.42511,-1.190333,-2.736702,6.426747,358.2988,4.753936E-06,-0.09974273,3.000002
1.100659,32.77235,-1.189294,-2.710254,4.87696,358.4366,4.753936E-06,-0.09974273,3.000002
1.102848,33.11657,-1.187977,-2.534458,3.078752,358.6431,4.753936E-06,-0.09974273,3.000002
1.107795,33.74784,-1.184965,-1.863507,359.0161,359.5401,4.753936E-06,-0.09974273,3.000002
1.11036,34.07081,-1.183485,-1.456747,356.933,0.0809265,4.753936E-06,-0.09974273,3.000002
1.112754,34.42611,-1.182496,-0.9461763,355.038,0.4783519,4.753936E-06,-0.09974273,3.000002
1.115144,34.76585,-1.182214,-0.3946918,353.5848,0.9708087,4.753936E-06,-0.09974273,3.000002
1.119627,35.43958,-1.184116,-359.3546,352.2451,1.963726,4.753936E-06,-0.09974273,3.000002
1.121674,35.77093,-1.186388,-358.8844,352.3472,2.451514,4.753936E-06,-0.09974273,3.000002
1.12349,36.10974,-1.189417,-358.5009,352.8722,2.841631,4.753936E-06,-0.09974273,3.000002
1.125053,36.45731,-1.193164,-358.208,353.8139,3.133221,4.753936E-06,-0.09974273,3.000002
1.127347,37.18805,-1.20251,-357.8984,356.9264,3.42916,4.753936E-06,-0.09974273,3.000002
1.127912,37.61037,-1.207926,-357.7644,358.9201,3.28768,4.753936E-06,-0.09974273,3.000002
1.128025,38.08511,-1.213079,-357.7597,0.8091221,2.903589,4.753936E-06,-0.09974273,3.000002
1.127788,38.59296,-1.21783,-357.8232,2.511804,2.36569,4.753936E-06,-0.09974273,3.000002
1.126445,39.69852,-1.225625,-358.1497,5.372375,0.8490463,4.753936E-06,-0.09974273,3.000002
1.125524,40.28115,-1.228326,-358.4597,6.456531,359.9634,4.753936E-06,-0.09974273,3.000002
1.124615,40.86057,-1.230153,-358.7394,7.029035,359.0878,4.753936E-06,-0.09974273,3.000002
1.123784,41.43561,-1.23109,-359.0045,7.094445,358.2211,4.753936E-06,-0.09974273,3.000002
1.122771,42.52144,-1.230394,-359.6877,5.988814,356.7664,4.753936E-06,-0.09974273,3.000002
1.122802,43.01856,-1.229162,-0.02097157,4.984737,356.322,4.753936E-06,-0.09974273,3.000002
1.123266,43.48145,-1.227529,-0.3173533,3.734317,356.1122,4.753936E-06,-0.09974273,3.000002
1.124169,43.91171,-1.225573,-0.5741435,2.238544,356.1347,4.753936E-06,-0.09974273,3.000002
1.127193,44.69177,-1.2212,-0.8948489,358.5963,356.7926,4.753936E-06,-0.09974273,3.000002
1.129266,45.04346,-1.219219,-1.028457,356.9694,357.4279,4.753936E-06,-0.09974273,3.000002
1.131684,45.36583,-1.217534,-1.185845,355.6143,358.291,4.753936E-06,-0.09974273,3.000002
1.136953,45.96868,-1.21625,-1.312761,354.1882,0.2387337,4.753936E-06,-0.09974273,3.000002
1.139673,46.24639,-1.216747,-1.310107,354.1117,1.323156,4.753936E-06,-0.09974273,3.000002
1.14229,46.52516,-1.218024,-1.337769,354.5404,2.393736,4.753936E-06,-0.09974273,3.000002
1.144516,46.84877,-1.219979,-1.344003,355.2162,3.216556,4.753936E-06,-0.09974273,3.000002
1.147544,47.63012,-1.22566,-1.306984,357.3013,4.125766,4.753936E-06,-0.09974273,3.000002
1.148279,48.08939,-1.229206,-1.263137,358.7063,4.215734,4.753936E-06,-0.09974273,3.000002
1.148563,48.57951,-1.233082,-1.141331,0.266746,4.144897,4.753936E-06,-0.09974273,3.000002
1.148206,49.13601,-1.236891,-0.9571296,1.727906,3.671776,4.753936E-06,-0.09974273,3.000002
1.14622,50.3881,-1.243029,-0.6278782,3.846906,2.014499,4.753936E-06,-0.09974273,3.000002
1.144745,51.08104,-1.245209,-0.4888593,4.510004,0.8379465,4.753936E-06,-0.09974273,3.000002
1.143211,51.7837,-1.246799,-0.2748648,4.740058,359.5862,4.753936E-06,-0.09974273,3.000002
1.141768,52.4782,-1.247802,-0.05401539,4.626199,358.346,4.753936E-06,-0.09974273,3.000002
1.13996,53.7588,-1.248639,-359.4956,3.620311,356.6129,4.753936E-06,-0.09974273,3.000002
1.139667,54.34419,-1.248545,-359.1702,2.733458,356.1195,4.753936E-06,-0.09974273,3.000002
1.139811,54.8933,-1.248176,-358.8163,1.594999,355.8747,4.753936E-06,-0.09974273,3.000002
1.141613,55.81616,-1.246754,-358.357,359.2986,356.4467,4.753936E-06,-0.09974273,3.000002
1.143079,56.23722,-1.245936,-358.2791,358.399,357.0108,4.753936E-06,-0.09974273,3.000002
1.144862,56.63553,-1.245174,-358.2849,357.6872,357.727,4.753936E-06,-0.09974273,3.000002
1.146923,57.01174,-1.244517,-358.3764,357.1592,358.5916,4.753936E-06,-0.09974273,3.000002
1.151673,57.70063,-1.243663,-358.8304,356.6345,0.7546376,4.753936E-06,-0.09974273,3.000002
1.15404,58.04834,-1.243807,-359.168,356.8774,1.81285,4.753936E-06,-0.09974273,3.000002
1.156089,58.44246,-1.244472,-359.4754,357.364,2.624749,4.753936E-06,-0.09974273,3.000002
1.157746,58.88206,-1.245617,-359.7578,358.0938,3.193418,4.753936E-06,-0.09974273,3.000002
1.159771,59.88027,-1.249076,-0.1977255,0.1963827,3.692701,4.753936E-06,-0.09974273,3.000002
1.160038,60.44057,-1.25094,-0.376745,1.31529,3.546409,4.753936E-06,-0.09974273,3.000002
1.159843,61.04533,-1.252409,-0.574587,2.171772,3.16605,4.753936E-06,-0.09974273,3.000002
1.159229,61.69341,-1.253416,-0.7910197,2.769548,2.553655,4.753936E-06,-0.09974273,3.000002
1.157013,63.11864,-1.253898,-1.293943,3.205189,0.6403737,4.753936E-06,-0.09974273,3.000002
1.155899,63.82802,-1.253698,-1.45309,3.128224,359.7341,4.753936E-06,-0.09974273,3.000002
1.154966,64.51234,-1.253335,-1.512575,2.879704,358.9908,4.753936E-06,-0.09974273,3.000002
1.15425,65.17142,-1.252831,-1.477219,2.458635,358.4097,4.753936E-06,-0.09974273,3.000002
1.153577,66.41376,-1.251531,-1.133893,1.099275,357.7345,4.753936E-06,-0.09974273,3.000002
1.153649,66.99715,-1.250822,-0.8280852,0.163226,357.6425,4.753936E-06,-0.09974273,3.000002
1.153998,67.55558,-1.250144,-0.4316674,359.0591,357.7169,4.753936E-06,-0.09974273,3.000002
1.154616,68.08936,-1.2495,-0.1304587,358.1442,357.9547,4.753936E-06,-0.09974273,3.000002
1.156593,69.08444,-1.248521,-359.8074,356.8742,358.8995,4.753936E-06,-0.09974273,3.000002
1.157895,69.54667,-1.248266,-359.7863,356.5132,359.598,4.753936E-06,-0.09974273,3.000002
1.159226,70.00291,-1.248495,-359.771,356.4928,0.289245,4.753936E-06,-0.09974273,3.000002
1.161656,70.93166,-1.250446,-359.6838,357.2885,1.49429,4.753936E-06,-0.09974273,3.000002
1.162534,71.43842,-1.252155,-359.5166,357.9291,1.853739,4.753936E-06,-0.09974273,3.000002
1.163149,71.97388,-1.254287,-359.2691,358.7306,2.050431,4.753936E-06,-0.09974273,3.000002
1.163492,72.53886,-1.256777,-358.9408,359.691,2.083058,4.753936E-06,-0.09974273,3.000002
1.16334,73.75759,-1.260867,-358.5443,1.084311,1.65913,4.753936E-06,-0.09974273,3.000002
1.162876,74.40913,-1.262366,-358.4731,1.520845,1.211125,4.753936E-06,-0.09974273,3.000002
1.1622,75.08791,-1.263459,-358.4867,1.787565,0.6101271,4.753936E-06,-0.09974273,3.000002
1.161361,75.79375,-1.264129,-358.5873,1.888028,359.8585,4.753936E-06,-0.09974273,3.000002
1.159593,77.269,-1.264482,-358.9677,1.768542,358.0662,4.753936E-06,-0.09974273,3.000002
1.15904,77.98545,-1.264502,-359.0623,1.536432,357.3396,4.753936E-06,-0.09974273,3.000002
1.158803,78.67584,-1.264454,-359.0667,1.129274,356.7772,4.753936E-06,-0.09974273,3.000002
1.159677,79.87296,-1.264174,-359.0814,0.3272192,356.6229,4.753936E-06,-0.09974273,3.000002
1.160787,80.38071,-1.263983,-359.0872,359.9322,357.0244,4.753936E-06,-0.09974273,3.000002
1.162211,80.86411,-1.263759,-359.1824,359.7191,357.5811,4.753936E-06,-0.09974273,3.000002
1.163915,81.32384,-1.26352,-359.3689,359.6841,358.291,4.753936E-06,-0.09974273,3.000002
1.167867,82.2096,-1.263052,-359.9305,359.9556,0.007135034,4.753936E-06,-0.09974273,3.000002
1.169876,82.67068,-1.26284,-0.2099394,0.08312008,0.8532977,4.753936E-06,-0.09974273,3.000002
1.171828,83.14371,-1.26263,-0.4884657,0.2052688,1.691606,4.753936E-06,-0.09974273,3.000002
1.173662,83.62846,-1.262414,-0.7659405,0.3221678,2.522115,4.753936E-06,-0.09974273,3.000002
1.176191,84.7033,-1.262454,-1.15369,0.8773221,3.523551,4.753936E-06,-0.09974273,3.000002
1.176672,85.30898,-1.262374,-1.346726,1.149308,3.540562,4.753936E-06,-0.09974273,3.000002
1.176554,85.97617,-1.262202,-1.481528,1.335534,3.158262,4.753936E-06,-0.09974273,3.000002
1.17493,87.46194,-1.261809,-1.547877,1.704951,1.448051,4.753936E-06,-0.09974273,3.000002
