Time,Lat,Lon,Roll,Pitch,Yaw,Hight,PWM1,PWM2
0,2,0,-0.401431,-0.154786,14.701555,0,0,3
0,2,0,0.236006,0.855465,14.64758,0,0,3
0,2,0,1.086465,0.910425,13.757506,0,0,3
0,2,0,-0.021887,0.441431,13.59936,0,0,3
0,2,0,0.579004,0.960718,12.994648,0,0,3
0,2,0,1.148155,0.505796,12.081026,0,0,3
0,2,0,-0.042689,0.743145,11.989229,0,0,3
0,2,0,1.058437,0.556106,11.508832,0,0,3
0,2,0,-0.140592,0.692496,11.66216,0,0,3
0,2,0,0.714747,0.26078,10.894964,0,0,3
0,2,0,-0.278475,0.939521,11.037262,0,0,3
0,2,0,0.912567,1.018991,10.763682,0,0,3
0,2,0,-0.164933,0.591693,11.160827,0,0,3
0,2,0,0.791496,0.26723,10.482307,0,0,3
0,2,0,-0.412275,0.134291,10.365593,0,0,3
0,2,0,0.769345,0.284473,10.093781,0,0,3
0,2,0,1.216447,1.168929,10.691953,0,0,3
0,2,0,0.124741,0.999185,11.20797,0,0,3
0,2,0,-0.085255,-0.080387,11.675423,0,0,3
0,2,0,0.329466,1.03024,11.781758,0,0,3
0,2,0,0.964954,0.755453,10.767612,0,0,3
0,2,0,-0.233593,0.949777,10.790522,0,0,3
0,2,0,0.831021,1.12166,10.205959,0,0,3
0,2,0,-0.051504,0.436063,10.688044,0,0,3
0,2,0,0.40988,0.992992,9.76384,0,0,3
0,2,0,-0.093949,0.03096,9.214142,0,0,3
0,2,0,-0.12783,1.134127,9.676485,0,0,3
0,2,0,0.52617,0.285115,10.164674,0,0,3
0,2,0,-0.443684,0.502593,10.860538,0,0,3
0,2,0,-0.876983,0.387711,11.882034,0,0,3
0,2,0,0.26953,0.683919,11.959417,0,0,3
0,2,0,-0.744563,0.04085,11.865714,0,0,3
0,2,0,-0.028375,-0.074785,10.890739,0,0,3
0,2,0,0.120548,1.041773,10.474461,0,0,3
0,2,0,-0.283021,0.011729,10.970195,0,0,3
0,2,0,0.877055,0.123697,10.61061,0,0,3
0,2,0,1.317543,1.179483,10.186202,0,0,3
0,2,0,0.129641,0.951544,10.030389,0,0,3
0,2,0,0.678681,-0.10037,9.777709,0,0,3
0,2,0,0.881098,0.821687,9.001799,0,0,3
0,2,0,-0.061836,0.761319,9.77639,0,0,3
0,2,0,0.835024,0.084155,9.292613,0,0,3
0,2,0,-0.048366,0.917167,9.191149,0,0,3
0,2,0,-0.565624,0.164464,9.976509,0,0,3
0,2,0,-0.85545,1.053236,10.682716,0,0,3
0,2,0,0.244049,0.554864,10.495006,0,0,3
0,2,0,0.807133,0.784351,9.427057,0,0,3
0,2,0,-0.100388,0.13749,9.916709,0,0,3
0,2,0,-1.065414,0.829715,10.096033,0,0,3
0,2,0,0.037447,0.805151,9.551601,0,0,3
0,2,0,-1.101521,0.456353,9.510108,0,0,3
0,2,0,0.057294,0.553041,9.116899,0,0,3
0,2,0,0.951472,0.64548,8.27969,0,0,3
0,2,0,0.511227,-0.487367,8.183863,0,0,3
0,2,0,-0.092675,0.571264,8.212763,0,0,3
0,2,0,1.057738,0.288181,7.910978,0,0,3
0,2,0,0.066882,1.002342,7.955172,0,0,3
0,2,0,-0.218061,0.069182,8.665724,0,0,3
0,2,0,-0.638688,1.167307,8.957625,0,0,3
0,2,0,0.374334,0.777639,8.378934,0,0,3
0,2,0,0.681538,0.054198,7.440666,0,0,3
0,2,0,-0.395632,0.17961,7.998234,0,0,3
0,2,0,0.080672,1.205013,8.40675,0,0,3
0,2,0,0.322482,0.079897,8.01043,0,0,3
0,2,0,-0.604038,0.837285,8.2154,0,0,3
0,2,0,0.499644,0.577788,7.745935,0,0,3
0,2,0,-0.480539,1.296128,7.707799,0,0,3
0,2,0,-0.073765,0.17921,7.945506,0,0,3
0,2,0,0.751231,0.835025,7.31805,0,0,3
0,2,0,-0.412098,0.53894,7.540707,0,0,3
0,2,0,0.703625,0.771307,7.089124,0,0,3
0,2,0,-0.295765,0.520716,7.753129,0,0,3
0,2,0,0.835515,0.270121,7.361429,0,0,3
0,2,0,-0.331981,0.350357,7.710709,0,0,3
0,2,0,0.857697,0.538099,7.710796,0,0,3
0,2,0,-0.297099,0.380691,8.082099,0,0,3
0,2,0,0.500708,1.064997,7.449103,0,0,3
0,2,0,-0.352298,0.227865,7.700645,0,0,3
0,2,0,0.811455,0.222352,7.319244,0,0,3
0,2,0,-0.25361,0.81539,7.238794,0,0,3
0,2,0,0.130201,-0.122141,7.899486,0,0,3
0,2,0,-0.552796,0.404168,8.745676,0,0,3
0,2,0,0.60736,0.6558,8.448692,0,0,3
0,2,0,-0.050628,0.249844,7.509497,0,0,3
0,2,0,-1.067377,0.771364,7.105126,0,0,3
0,2,0,0.113275,0.637727,7.367503,0,0,3
0,2,0,-0.55466,0.775839,8.379168,0,0,3
0,2,0,0.45664,0.213323,8.739931,0,0,3
0,2,0,0.403192,0.985716,7.796165,0,0,3
0,2,0,-0.370648,0.137835,8.209417,0,0,3
0,2,0,0.577345,0.784892,7.784997,0,0,3
0,2,0,0.077578,0.368616,6.757314,0,0,3
0,2,0,0.164443,1.079985,5.765653,0,0,3
0,2,0,-0.680618,0.545027,6.473239,0,0,3
0,2,0,0.440628,0.944669,6.176608,0,0,3
0,2,0,-0.489199,0.438183,6.791542,0,0,3
0,2,0,-1.146791,0.185927,7.77718,0,0,3
0,2,0,0.048478,0.392944,7.623424,0,0,3
0,2,0,-0.975015,0.360366,8.282104,0,0,3
0,2,0,0.129707,0.54249,7.78468,0,0,3
0,2,0,-0.385652,-0.004243,8.713454,0,0,3
0,2,0,0.614664,0.389821,8.130484,0,0,3
0,2,0,-0.48041,0.691313,8.582361,0,0,3
0,2,0,0.615191,0.540986,8.048167,0,0,3
0,2,0,-0.408306,1.168869,7.848393,0,0,3
0,2,0,0.183859,0.12145,7.970562,0,0,3
0,2,0,0.580034,0.9944,7.211782,0,0,3
0,2,0,-0.573461,0.734788,7.53437,0,0,3
0,2,0,0.022412,-0.122039,8.142175,0,0,3
0,2,0,0.830739,0.498395,7.4653,0,0,3
0,2,0,-0.351635,0.519664,7.158728,0,0,3
0,2,0,0.800936,0.562864,6.741589,0,0,3
0,2,0,-0.348644,0.676637,7.148487,0,0,3
0,2,0,0.404389,1.127088,6.306376,0,0,3
0,2,0,-0.684553,0.597583,6.495225,0,0,3
0,2,0,0.44795,0.604323,6.033758,0,0,3
0,2,0,-0.418555,1.350706,5.624937,0,0,3
0,2,0,0.326327,0.796064,6.399736,0,0,3
0,2,0,1.501225,1.11315,6.313608,0,0,3
0,2,0,0.306856,0.875258,6.206252,0,0,3
0,2,0,-0.292534,-0.176201,6.333838,0,0,3
0,2,0,-0.058882,1.005671,6.141024,0,0,3
0,2,0,-0.384186,0.243806,7.030845,0,0,3
0,2,0,0.669851,0.753995,6.667708,0,0,3
0,2,0,-0.508859,0.696859,6.998372,0,0,3
0,2,0,0.603519,0.411719,6.5668,0,0,3
0,2,0,-0.162802,1.335387,6.352734,0,0,3
0,2,0,0.579062,0.484388,5.874246,0,0,3
0,2,0,0.776478,0.723133,4.693258,0,0,3
0,2,0,-0.173955,0.356584,5.376709,0,0,3
0,2,0,-1.253216,0.878804,5.616164,0,0,3
0,2,0,-0.057271,0.78485,5.823577,0,0,3
0,2,0,-0.217018,-0.353637,6.170399,0,0,3
0,2,0,0.102172,0.817285,6.05145,0,0,3
0,2,0,-0.982938,0.406539,6.443626,0,0,3
0,2,0,0.116346,0.227731,5.937534,0,0,3
0,2,0,-0.650824,1.141352,6.205839,0,0,3
0,2,0,0.397957,0.515737,6.163122,0,0,3
0,2,0,1.335938,0.928896,5.485115,0,0,3
0,2,0,0.238949,0.534997,5.867271,0,0,3
0,2,0,0.293057,1.130841,4.801534,0,0,3
0,2,0,-0.595537,0.293471,4.842454,0,0,3
0,2,0,0.5546,0.28462,4.419301,0,0,3
0,2,0,-0.515571,0.424084,5.001709,0,0,3
0,2,0,0.651486,0.170144,4.73131,0,0,3
0,2,0,-0.34755,0.541564,5.332644,0,0,3
0,2,0,0.824761,0.237645,5.153591,0,0,3
0,2,0,-0.096777,1.022679,5.31722,0,0,3
0,2,0,0.511129,-0.006418,5.071881,0,0,3
0,2,0,-0.255196,0.877044,5.422409,0,0,3
0,2,0,0.792002,0.674031,4.811756,0,0,3
0,2,0,-0.38192,0.797994,5.150154,0,0,3
0,2,0,0.253451,1.835624,5.084366,0,0,3
0,2,0,-0.531889,0.930634,4.87521,0,0,3
0,2,0,0.354296,0.135022,4.601149,0,0,3
0,2,0,-0.00999,1.248701,4.952854,0,0,3
0,2,0,0.57204,0.196094,5.161327,0,0,3
0,2,0,1.444128,0.745422,4.501401,0,0,3
0,2,0,0.251267,0.939744,4.705053,0,0,3
0,2,0,-0.231635,0.738178,3.607237,0,0,3
0,2,0,-0.966218,0.427794,4.538836,0,0,3
0,2,0,0.129781,0.741573,4.08219,0,0,3
0,2,0,1.174218,0.418972,3.523089,0,0,3
0,2,0,0.039724,0.787824,3.809039,0,0,3
0,2,0,-1.085488,0.843907,4.279492,0,0,3
0,2,0,0.067025,0.873567,3.849754,0,0,3
0,2,0,-0.511447,-0.160769,4.145097,0,0,3
0,2,0,0.078772,0.781779,4.636769,0,0,3
0,2,0,-0.605813,0.783854,5.650135,0,0,3
0,2,0,0.497609,0.430224,5.246897,0,0,3
0,2,0,-0.458283,0.390088,6.009652,0,0,3
0,2,0,0.579614,0.68042,5.423993,0,0,3
0,2,0,-0.613629,0.461158,5.589016,0,0,3
0,2,0,0.425189,-0.095657,5.889119,0,0,3
0,2,0,-0.620695,0.172897,6.455612,0,0,3
0,2,0,0.455124,0.488605,5.958651,0,0,3
0,2,0,1.132647,0.72192,4.96073,0,0,3
0,2,0,-0.052508,0.829864,5.26042,0,0,3
0,2,0,0.90181,0.392918,4.623486,0,0,3
0,2,0,-0.278117,0.581493,4.89041,0,0,3
0,2,0,0.9244,0.733806,4.708055,0,0,3
0,2,0,-0.265681,0.455138,4.70952,0,0,3
0,2,0,0.900506,0.798318,4.820344,0,0,3
0,2,0,0.106549,0.912972,3.907849,0,0,3
0,2,0,-0.164758,-0.155054,4.428852,0,0,3
0,2,0,0.364001,0.941904,4.351266,0,0,3
0,2,0,-0.118456,-0.121898,4.001276,0,0,3
0,2,0,-0.790567,0.732451,4.55638,0,0,3
0,2,0,0.342138,0.30958,4.35956,0,0,3
0,2,0,0.97461,1.102301,3.672815,0,0,3
0,2,0,0.010865,0.373552,3.5034,0,0,3
0,2,0,-0.576415,1.380287,3.866717,0,0,3
0,2,0,-0.762175,0.27192,4.342445,0,0,3
0,2,0,0.359693,0.636493,4.648102,0,0,3
0,2,0,0.461602,-0.551338,4.389467,0,0,3
0,2,0,0.667131,0.481468,3.773565,0,0,3
0,2,0,-0.438878,0.584477,4.295548,0,0,3
0,2,0,0.765533,0.632443,4.073244,0,0,3
0,2,0,-0.346593,0.288809,4.46279,0,0,3
0,2,0,-0.975687,0.593393,5.464746,0,0,3
0,2,0,0.227742,0.552003,5.242229,0,0,3
0,2,0,-0.682345,1.346267,5.424163,0,0,3
0,2,0,0.360036,0.927547,4.920192,0,0,3
0,2,0,-0.030108,0.476051,3.860518,0,0,3
0,2,0,-0.368159,0.878366,4.959821,0,0,3
0,2,0,0.821187,0.747332,4.691453,0,0,3
0,2,0,-0.1828,0.227844,4.233674,0,0,3
0,2,0,0.528094,1.107765,3.76348,0,0,3
0,2,0,-0.535116,0.794419,4.298745,0,0,3
0,2,0,0.485526,0.470197,3.700042,0,0,3
0,2,0,-0.614605,0.58087,4.230017,0,0,3
0,2,0,0.526129,0.790618,3.828298,0,0,3
0,2,0,1.32339,0.635298,2.903708,0,0,3
0,2,0,0.135387,0.616314,3.20989,0,0,3
0,2,0,0.368136,-0.531026,3.553274,0,0,3
0,2,0,-0.277412,0.44681,3.212168,0,0,3
0,2,0,0.439983,0.077268,2.300797,0,0,3
0,2,0,-0.23764,0.963387,2.810966,0,0,3
0,2,0,0.882248,0.617917,2.459149,0,0,3
0,2,0,0.604129,1.760974,2.143348,0,0,3
0,2,0,-0.289475,1.036482,2.576594,0,0,3
0,2,0,0.692667,0.369275,2.279108,0,0,3
0,2,0,-0.389078,0.534711,2.834398,0,0,3
0,2,0,0.721756,0.701306,2.34052,0,0,3
0,2,0,-0.483683,0.542395,2.481914,0,0,3
0,2,0,0.596993,1.024272,2.161145,0,0,3
0,2,0,-0.161751,0.22111,2.689784,0,0,3
0,2,0,-0.30551,1.378015,3.044038,0,0,3
0,2,0,-0.599842,0.371464,3.671266,0,0,3
0,2,0,0.349335,0.455279,2.899435,0,0,3
0,2,0,1.469945,0.076413,2.579685,0,0,3
0,2,0,0.262604,-0.050999,2.720762,0,0,3
0,2,0,-0.916498,-0.34958,2.836004,0,0,3
0,2,0,0.047502,0.342952,3.129869,0,0,3
0,2,0,-0.318166,0.670803,4.257615,0,0,3
0,2,0,0.85525,0.649226,3.902879,0,0,3
0,2,0,1.649789,0.877718,2.993971,0,0,3
0,2,0,0.434166,0.745524,3.020096,0,0,3
0,2,0,0.559335,0.532642,1.820999,0,0,3
0,2,0,-0.457656,-0.094762,1.56498,0,0,3
0,2,0,0.581803,0.280599,1.042933,0,0,3
0,2,0,-0.495534,0.086796,1.590106,0,0,3
0,2,0,0.495809,0.728373,1.263562,0,0,3
0,2,0,-0.623454,0.375329,1.616828,0,0,3
0,2,0,0.477502,0.820874,1.315566,0,0,3
0,2,0,-0.60111,0.729714,1.899599,0,0,3
0,2,0,0.490039,0.649686,1.337434,0,0,3
0,2,0,-0.597219,1.097536,1.692187,0,0,3
0,2,0,0.52498,0.614518,1.625721,0,0,3
0,2,0,-0.601157,0.173566,1.455522,0,0,3
0,2,0,0.51767,0.430361,1.025272,0,0,3
0,2,0,-0.478501,0.543689,1.734376,0,0,3
0,2,0,0.601408,0.438008,1.161674,0,0,3
0,2,0,-0.484867,0.945809,1.410258,0,0,3
0,2,0,-0.497556,-0.269782,1.333311,0,0,3
0,2,0,0.683191,0.048467,1.376043,0,0,3
0,2,0,-0.35223,-0.02112,2.022526,0,0,3
0,2,0,0.653986,0.501408,1.561674,0,0,3
0,2,0,-0.484533,0.810894,1.896647,0,0,3
0,2,0,0.598547,0.301503,2.131972,0,0,3
0,2,0,-0.411504,0.874289,2.521371,0,0,3
0,2,0,-0.880882,-0.050721,3.168498,0,0,3
0,2,0,0.307007,0.2181,3.064041,0,0,3
0,2,0,-0.005379,1.328849,2.675245,0,0,3
0,2,0,0.243896,0.158742,2.436083,0,0,3
0,2,0,0.222555,1.378349,2.441608,0,0,3
0,2,0,0.451822,0.234944,2.07802,0,0,3
0,2,0,-0.601902,0.555912,2.61462,0,0,3
0,2,0,0.520838,0.335381,2.171034,0,0,3
0,2,0,-0.398519,0.484413,2.970353,0,0,3
0,2,0,0.668574,0.913538,2.541918,0,0,3
0,2,0,0.93082,-0.082176,1.888008,0,0,3
0,2,0,0.440839,1.030564,1.80763,0,0,3
0,2,0,-0.459916,1.489478,2.521166,0,0,3
0,2,0,0.602983,1.16125,1.995088,0,0,3
0,2,0,0.362735,0.076348,2.503221,0,0,3
0,2,0,0.838948,1.110252,2.057332,0,0,3
0,2,0,-0.086777,0.439533,1.638514,0,0,3
0,2,0,0.852594,1.063449,1.157004,0,0,3
0,2,0,-0.33156,0.839658,1.38816,0,0,3
0,2,0,-0.61015,0.106195,2.325695,0,0,3
0,2,0,0.378524,0.482563,1.708232,0,0,3
0,2,0,-0.762178,0.767611,2.055318,0,0,3
0,2,0,0.333137,0.556835,1.540936,0,0,3
0,2,0,-0.718523,0.432281,2.164152,0,0,3
0,2,0,0.283157,0.54238,1.460313,0,0,3
0,2,0,0.546033,1.051112,0.376929,0,0,3
0,2,0,-0.190602,0.146188,0.747183,0,0,3
0,2,0,0.637917,0.995905,0.461557,0,0,3
0,2,0,-0.380445,0.32392,0.421391,0,0,3
0,2,0,-0.648534,1.201765,1.23167,0,0,3
0,2,0,-0.661862,0.101139,1.755095,0,0,3
0,2,0,0.398456,0.542817,1.331092,0,0,3
0,2,0,-0.54151,0.956116,2.008963,0,0,3
0,2,0,0.601626,0.680382,1.655587,0,0,3
0,2,0,1.135443,0.181329,0.670985,0,0,3
0,2,0,-0.029866,0.486193,0.884763,0,0,3
0,2,0,0.881281,0.80993,0.127139,0,0,3
0,2,0,-0.321195,0.659156,-0.03195,0,0,3
0,2,0,-0.662357,-0.116988,0.849981,0,0,3
0,2,0,0.353236,0.559628,0.898648,0,0,3
0,2,0,-0.858648,0.673126,1.040138,0,0,3
0,2,0,0.331548,0.414081,1.132952,0,0,3
0,2,0,-0.856453,0.126585,1.20415,0,0,3
0,2,0,0.299578,0.066994,1.595466,0,0,3
0,2,0,0.943336,0.806485,0.861426,0,0,3
0,2,0,-0.134725,0.372086,1.25575,0,0,3
0,2,0,0.913645,0.33572,0.621287,0,0,3
